Date,Hours,Opn_Hrs
1/6/2011,0,0
1/7/2011,0,0
1/8/2011,5,1.108544788
1/9/2011,22,12.36497758
1/10/2011,0,0
1/11/2011,0,0
1/12/2011,23,9.936858583
1/13/2011,0,0
1/14/2011,0,0
1/15/2011,0,0
1/16/2011,0,0
1/17/2011,0,0
1/18/2011,0,0
1/19/2011,0,0
1/20/2011,0,0
1/21/2011,0,0
1/22/2011,0,0
1/23/2011,0,0
1/24/2011,0,0
1/25/2011,0,0
1/26/2011,0,0
1/27/2011,6,4.410783291
1/28/2011,23,0.433991406
1/29/2011,6,1.152450605
1/30/2011,19,2.82064191
1/31/2011,0,0
2/1/2011,22,5.566835549
2/2/2011,0,0
2/3/2011,0,0
2/4/2011,18,17.67257481
2/5/2011,23,0.769629639
2/6/2011,0,0
2/7/2011,0,0
2/8/2011,18,12.1932281
2/9/2011,0,0
2/10/2011,0,0
2/11/2011,0,0
2/12/2011,0,0
2/13/2011,0,0
2/14/2011,0,0
2/15/2011,0,0
2/16/2011,0,0
2/17/2011,0,0
2/18/2011,12,11.60681762
2/19/2011,0,0
2/20/2011,0,0
2/21/2011,0,0
2/22/2011,1,0.542785474
2/23/2011,7,5.85969348
2/24/2011,0,0
2/25/2011,21,14.02119488
2/26/2011,0,0
2/27/2011,0,0
2/28/2011,0,0
3/1/2011,0,0
3/2/2011,0,0
3/3/2011,0,0
3/4/2011,0,0
3/5/2011,0,0
3/6/2011,0,0
3/7/2011,0,0
3/8/2011,0,0
3/9/2011,0,0
3/10/2011,13,2.729218252
3/11/2011,0,0
3/12/2011,0,0
3/13/2011,1,0.331580659
3/14/2011,0,0
3/15/2011,0,0
3/16/2011,0,0
3/17/2011,0,0
3/18/2011,14,12.07851827
3/19/2011,21,9.314126412
3/20/2011,0,0
3/21/2011,0,0
3/22/2011,0,0
3/23/2011,0,0
3/24/2011,0,0
3/25/2011,0,0
3/26/2011,0,0
3/27/2011,0,0
3/28/2011,0,0
3/29/2011,0,0
3/30/2011,0,0
3/31/2011,23,12.34332203
4/1/2011,0,0
4/2/2011,12,8.726224236
4/3/2011,0,0
4/4/2011,0,0
4/5/2011,0,0
4/6/2011,0,0
4/7/2011,0,0
4/8/2011,0,0
4/9/2011,6,0.6204854
4/10/2011,0,0
4/11/2011,0,0
4/12/2011,0,0
4/13/2011,21,1.917018008
4/14/2011,0,0
4/15/2011,0,0
4/16/2011,0,0
4/17/2011,0,0
4/18/2011,0,0
4/19/2011,0,0
4/20/2011,0,0
4/21/2011,0,0
4/22/2011,0,0
4/23/2011,0,0
4/24/2011,0,0
4/25/2011,0,0
4/26/2011,0,0
4/27/2011,0,0
4/28/2011,0,0
4/29/2011,0,0
4/30/2011,0,0
5/1/2011,0,0
5/2/2011,21,12.12315002
5/3/2011,0,0
5/4/2011,18,13.59493939
5/5/2011,0,0
5/6/2011,0,0
5/7/2011,0,0
5/8/2011,0,0
5/9/2011,0,0
5/10/2011,0,0
5/11/2011,0,0
5/12/2011,0,0
5/13/2011,0,0
5/14/2011,0,0
5/15/2011,0,0
5/16/2011,0,0
5/17/2011,11,6.80115724
5/18/2011,0,0
5/19/2011,0,0
5/20/2011,0,0
5/21/2011,0,0
5/22/2011,0,0
5/23/2011,0,0
5/24/2011,8,7.774433178
5/25/2011,0,0
5/26/2011,0,0
5/27/2011,5,2.874317507
5/28/2011,0,0
5/29/2011,0,0
5/30/2011,17,7.6425151
5/31/2011,12,4.826915146
6/1/2011,0,0
6/2/2011,0,0
6/3/2011,0,0
6/4/2011,0,0
6/5/2011,0,0
6/6/2011,0,0
6/7/2011,0,0
6/8/2011,0,0
6/9/2011,0,0
6/10/2011,0,0
6/11/2011,0,0
6/12/2011,0,0
6/13/2011,0,0
6/14/2011,0,0
6/15/2011,0,0
6/16/2011,0,0
6/17/2011,0,0
6/18/2011,0,0
6/19/2011,0,0
6/20/2011,0,0
6/21/2011,0,0
6/22/2011,0,0
6/23/2011,0,0
6/24/2011,0,0
6/25/2011,0,0
6/26/2011,0,0
6/27/2011,0,0
6/28/2011,0,0
6/29/2011,0,0
6/30/2011,0,0
7/1/2011,0,0
7/2/2011,0,0
7/3/2011,16,15.35208439
7/4/2011,16,7.639717801
7/5/2011,23,13.44497419
7/6/2011,0,0
7/7/2011,0,0
7/8/2011,0,0
7/9/2011,20,2.876497772
7/10/2011,0,0
7/11/2011,1,0.863015636
7/12/2011,0,0
7/13/2011,2,1.01536631
7/14/2011,16,0.513492618
7/15/2011,0,0
7/16/2011,0,0
7/17/2011,0,0
7/18/2011,0,0
7/19/2011,0,0
7/20/2011,0,0
7/21/2011,0,0
7/22/2011,0,0
7/23/2011,0,0
7/24/2011,0,0
7/25/2011,0,0
7/26/2011,0,0
7/27/2011,23,11.91061696
7/28/2011,0,0
7/29/2011,19,4.006013476
7/30/2011,20,12.38900151
7/31/2011,0,0
8/1/2011,0,0
8/2/2011,0,0
8/3/2011,0,0
8/4/2011,0,0
8/5/2011,0,0
8/6/2011,0,0
8/7/2011,0,0
8/8/2011,1,0.216415743
8/9/2011,0,0
8/10/2011,0,0
8/11/2011,1,0.67563508
8/12/2011,6,5.159531193
8/13/2011,0,0
8/14/2011,0,0
8/15/2011,0,0
8/16/2011,0,0
8/17/2011,14,9.660362575
8/18/2011,0,0
8/19/2011,0,0
8/20/2011,0,0
8/21/2011,0,0
8/22/2011,0,0
8/23/2011,16,0.235831544
8/24/2011,0,0
8/25/2011,0,0
8/26/2011,0,0
8/27/2011,10,5.631363369
8/28/2011,0,0
8/29/2011,4,0.131266355
8/30/2011,0,0
8/31/2011,0,0
9/1/2011,0,0
9/2/2011,0,0
9/3/2011,0,0
9/4/2011,0,0
9/5/2011,2,1.865254732
9/6/2011,0,0
9/7/2011,22,10.20073496
9/8/2011,0,0
9/9/2011,6,0.810744362
9/10/2011,0,0
9/11/2011,0,0
9/12/2011,0,0
9/13/2011,0,0
9/14/2011,0,0
9/15/2011,0,0
9/16/2011,2,0.025140468
9/17/2011,14,13.45133174
9/18/2011,0,0
9/19/2011,0,0
9/20/2011,0,0
9/21/2011,0,0
9/22/2011,0,0
9/23/2011,0,0
9/24/2011,0,0
9/25/2011,0,0
9/26/2011,0,0
9/27/2011,0,0
9/28/2011,23,15.88419004
9/29/2011,0,0
9/30/2011,0,0
10/1/2011,5,3.918454505
10/2/2011,20,11.69471065
10/3/2011,0,0
10/4/2011,11,3.75632712
10/5/2011,1,0.971395202
10/6/2011,0,0
10/7/2011,0,0
10/8/2011,0,0
10/9/2011,0,0
10/10/2011,9,5.762915534
10/11/2011,0,0
10/12/2011,12,8.14641578
10/13/2011,8,7.92535461
10/14/2011,0,0
10/15/2011,0,0
10/16/2011,0,0
10/17/2011,0,0
10/18/2011,0,0
10/19/2011,0,0
10/20/2011,19,7.76559929
10/21/2011,0,0
10/22/2011,0,0
10/23/2011,0,0
10/24/2011,0,0
10/25/2011,10,4.087153471
10/26/2011,0,0
10/27/2011,0,0
10/28/2011,0,0
10/29/2011,0,0
10/30/2011,24,8.863742027
10/31/2011,0,0
11/1/2011,0,0
11/2/2011,18,16.61886416
11/3/2011,0,0
11/4/2011,0,0
11/5/2011,0,0
11/6/2011,0,0
11/7/2011,0,0
11/8/2011,0,0
11/9/2011,16,13.38584519
11/10/2011,0,0
11/11/2011,0,0
11/12/2011,0,0
11/13/2011,0,0
11/14/2011,19,12.76326402
11/15/2011,0,0
11/16/2011,0,0
11/17/2011,0,0
11/18/2011,0,0
11/19/2011,0,0
11/20/2011,18,17.44934514
11/21/2011,14,13.21819065
11/22/2011,0,0
11/23/2011,18,1.748986458
11/24/2011,12,4.781652622
11/25/2011,0,0
11/26/2011,0,0
11/27/2011,0,0
11/28/2011,0,0
11/29/2011,0,0
11/30/2011,0,0
12/1/2011,7,2.843745405
12/2/2011,0,0
12/3/2011,0,0
12/4/2011,0,0
12/5/2011,10,9.430907706
12/6/2011,0,0
12/7/2011,0,0
12/8/2011,0,0
12/9/2011,0,0
12/10/2011,0,0
12/11/2011,0,0
12/12/2011,0,0
12/13/2011,0,0
12/14/2011,0,0
12/15/2011,6,1.75048775
12/16/2011,1,0.663627946
12/17/2011,0,0
12/18/2011,0,0
12/19/2011,0,0
12/20/2011,23,22.79365505
12/21/2011,0,0
12/22/2011,0,0
12/23/2011,0,0
12/24/2011,0,0
12/25/2011,0,0
12/26/2011,0,0
12/27/2011,0,0
12/28/2011,0,0
12/29/2011,4,3.660069594
12/30/2011,12,8.800708921
12/31/2011,0,0
1/1/2012,0,0
1/2/2012,0,0
1/3/2012,0,0
1/4/2012,0,0
1/5/2012,18,17.81829282
1/6/2012,0,0
1/7/2012,15,8.945010707
1/8/2012,0,0
1/9/2012,0,0
1/10/2012,10,7.088741643
1/11/2012,0,0
1/12/2012,0,0
1/13/2012,15,2.576185681
1/14/2012,0,0
1/15/2012,13,2.827936531
1/16/2012,0,0
1/17/2012,0,0
1/18/2012,0,0
1/19/2012,0,0
1/20/2012,0,0
1/21/2012,0,0
1/22/2012,0,0
1/23/2012,0,0
1/24/2012,0,0
1/25/2012,19,13.81959068
1/26/2012,4,3.436139122
1/27/2012,0,0
1/28/2012,0,0
1/29/2012,0,0
1/30/2012,0,0
1/31/2012,16,3.911745604
2/1/2012,0,0
2/2/2012,0,0
2/3/2012,0,0
2/4/2012,11,4.137610677
2/5/2012,12,5.162287381
2/6/2012,0,0
2/7/2012,0,0
2/8/2012,0,0
2/9/2012,0,0
2/10/2012,0,0
2/11/2012,0,0
2/12/2012,8,5.483349822
2/13/2012,0,0
2/14/2012,6,4.04097262
2/15/2012,0,0
2/16/2012,0,0
2/17/2012,23,8.351247861
2/18/2012,0,0
2/19/2012,0,0
2/20/2012,0,0
2/21/2012,0,0
2/22/2012,17,1.448131462
2/23/2012,0,0
2/24/2012,0,0
2/25/2012,0,0
2/26/2012,0,0
2/27/2012,0,0
2/28/2012,0,0
2/29/2012,24,15.00659018
3/1/2012,20,3.765332483
3/2/2012,3,1.405895368
3/3/2012,0,0
3/4/2012,0,0
3/5/2012,18,17.29599935
3/6/2012,0,0
3/7/2012,20,12.4248608
3/8/2012,0,0
3/9/2012,0,0
3/10/2012,2,0.84457535
3/11/2012,0,0
3/12/2012,0,0
3/13/2012,0,0
3/14/2012,24,9.42112269
3/15/2012,0,0
3/16/2012,0,0
3/17/2012,0,0
3/18/2012,0,0
3/19/2012,0,0
3/20/2012,0,0
3/21/2012,23,9.057143833
3/22/2012,17,15.03407479
3/23/2012,0,0
3/24/2012,0,0
3/25/2012,0,0
3/26/2012,0,0
3/27/2012,10,4.906077295
3/28/2012,13,7.687691343
3/29/2012,0,0
3/30/2012,0,0
3/31/2012,0,0
4/1/2012,0,0
4/2/2012,0,0
4/3/2012,11,2.485657293
4/4/2012,19,17.82844199
4/5/2012,0,0
4/6/2012,15,12.97249281
4/7/2012,8,4.524400318
4/8/2012,0,0
4/9/2012,0,0
4/10/2012,0,0
4/11/2012,0,0
4/12/2012,0,0
4/13/2012,0,0
4/14/2012,0,0
4/15/2012,0,0
4/16/2012,0,0
4/17/2012,21,17.65080204
4/18/2012,0,0
4/19/2012,0,0
4/20/2012,0,0
4/21/2012,0,0
4/22/2012,0,0
4/23/2012,0,0
4/24/2012,0,0
4/25/2012,0,0
4/26/2012,0,0
4/27/2012,0,0
4/28/2012,0,0
4/29/2012,0,0
4/30/2012,0,0
5/1/2012,23,17.2966375
5/2/2012,0,0
5/3/2012,9,0.525320312
5/4/2012,16,4.278139794
5/5/2012,0,0
5/6/2012,5,0.348879605
5/7/2012,0,0
5/8/2012,15,0.989252298
5/9/2012,6,1.06203759
5/10/2012,5,3.043617392
5/11/2012,0,0
5/12/2012,0,0
5/13/2012,6,1.959124494
5/14/2012,0,0
5/15/2012,0,0
5/16/2012,5,3.141467716
5/17/2012,0,0
5/18/2012,0,0
5/19/2012,13,11.40686345
5/20/2012,0,0
5/21/2012,0,0
5/22/2012,0,0
5/23/2012,7,3.960228767
5/24/2012,0,0
5/25/2012,0,0
5/26/2012,0,0
5/27/2012,0,0
5/28/2012,0,0
5/29/2012,0,0
5/30/2012,0,0
5/31/2012,0,0
6/1/2012,17,8.176665544
6/2/2012,0,0
6/3/2012,0,0
6/4/2012,10,2.418050312
6/5/2012,0,0
6/6/2012,21,15.46960766
6/7/2012,0,0
6/8/2012,0,0
6/9/2012,0,0
6/10/2012,0,0
6/11/2012,0,0
6/12/2012,0,0
6/13/2012,0,0
6/14/2012,0,0
6/15/2012,0,0
6/16/2012,0,0
6/17/2012,0,0
6/18/2012,3,1.75744225
6/19/2012,0,0
6/20/2012,20,0.100325417
6/21/2012,15,10.69586423
6/22/2012,0,0
6/23/2012,0,0
6/24/2012,0,0
6/25/2012,0,0
6/26/2012,0,0
6/27/2012,0,0
6/28/2012,0,0
6/29/2012,0,0
6/30/2012,0,0
7/1/2012,10,0.248511006
7/2/2012,23,21.39963207
7/3/2012,0,0
7/4/2012,0,0
7/5/2012,0,0
7/6/2012,0,0
7/7/2012,0,0
7/8/2012,0,0
7/9/2012,7,0.162556959
7/10/2012,0,0
7/11/2012,0,0
7/12/2012,0,0
7/13/2012,0,0
7/14/2012,0,0
7/15/2012,0,0
7/16/2012,0,0
7/17/2012,0,0
7/18/2012,0,0
7/19/2012,0,0
7/20/2012,17,12.03419645
7/21/2012,0,0
7/22/2012,0,0
7/23/2012,0,0
7/24/2012,0,0
7/25/2012,0,0
7/26/2012,0,0
7/27/2012,0,0
7/28/2012,0,0
7/29/2012,0,0
7/30/2012,0,0
7/31/2012,0,0
8/1/2012,0,0
8/2/2012,13,5.090990875
8/3/2012,0,0
8/4/2012,0,0
8/5/2012,0,0
8/6/2012,0,0
8/7/2012,0,0
8/8/2012,0,0
8/9/2012,0,0
8/10/2012,0,0
8/11/2012,0,0
8/12/2012,0,0
8/13/2012,0,0
8/14/2012,0,0
8/15/2012,10,6.227052367
8/16/2012,0,0
8/17/2012,9,7.91887321
8/18/2012,0,0
8/19/2012,0,0
8/20/2012,9,4.019962377
8/21/2012,0,0
8/22/2012,0,0
8/23/2012,0,0
8/24/2012,0,0
8/25/2012,10,4.151369731
8/26/2012,0,0
8/27/2012,0,0
8/28/2012,0,0
8/29/2012,0,0
8/30/2012,0,0
8/31/2012,0,0
9/1/2012,0,0
9/2/2012,0,0
9/3/2012,0,0
9/4/2012,3,1.342550399
9/5/2012,0,0
9/6/2012,0,0
9/7/2012,0,0
9/8/2012,7,1.280676275
9/9/2012,8,7.549715807
9/10/2012,0,0
9/11/2012,22,19.46290043
9/12/2012,0,0
9/13/2012,0,0
9/14/2012,0,0
9/15/2012,0,0
9/16/2012,20,11.49031271
9/17/2012,0,0
9/18/2012,0,0
9/19/2012,0,0
9/20/2012,0,0
9/21/2012,13,9.941808003
9/22/2012,0,0
9/23/2012,0,0
9/24/2012,0,0
9/25/2012,0,0
9/26/2012,0,0
9/27/2012,6,1.249004433
9/28/2012,0,0
9/29/2012,0,0
9/30/2012,0,0
10/1/2012,0,0
10/2/2012,0,0
10/3/2012,0,0
10/4/2012,0,0
10/5/2012,18,3.275616236
10/6/2012,0,0
10/7/2012,22,3.513433651
10/8/2012,0,0
10/9/2012,0,0
10/10/2012,0,0
10/11/2012,0,0
10/12/2012,0,0
10/13/2012,0,0
10/14/2012,0,0
10/15/2012,0,0
10/16/2012,0,0
10/17/2012,0,0
10/18/2012,0,0
10/19/2012,0,0
10/20/2012,0,0
10/21/2012,0,0
10/22/2012,15,11.94654034
10/23/2012,0,0
10/24/2012,0,0
10/25/2012,0,0
10/26/2012,0,0
10/27/2012,0,0
10/28/2012,0,0
10/29/2012,22,21.5958508
10/30/2012,0,0
10/31/2012,20,2.084330146
11/1/2012,0,0
11/2/2012,0,0
11/3/2012,0,0
11/4/2012,24,2.632089859
11/5/2012,0,0
11/6/2012,6,2.952095854
11/7/2012,2,1.126558278
11/8/2012,0,0
11/9/2012,0,0
11/10/2012,0,0
11/11/2012,3,1.223927814
11/12/2012,0,0
11/13/2012,16,8.030093182
11/14/2012,0,0
11/15/2012,0,0
11/16/2012,0,0
11/17/2012,0,0
11/18/2012,0,0
11/19/2012,0,0
11/20/2012,0,0
11/21/2012,0,0
11/22/2012,18,1.73440195
11/23/2012,0,0
11/24/2012,0,0
11/25/2012,0,0
11/26/2012,0,0
11/27/2012,0,0
11/28/2012,0,0
11/29/2012,0,0
11/30/2012,0,0
12/1/2012,0,0
12/2/2012,0,0
12/3/2012,6,2.069518399
12/4/2012,0,0
12/5/2012,0,0
12/6/2012,0,0
12/7/2012,0,0
12/8/2012,16,9.710978513
12/9/2012,0,0
12/10/2012,0,0
12/11/2012,0,0
12/12/2012,0,0
12/13/2012,0,0
12/14/2012,0,0
12/15/2012,0,0
12/16/2012,0,0
12/17/2012,0,0
12/18/2012,0,0
12/19/2012,14,7.115523571
12/20/2012,0,0
12/21/2012,0,0
12/22/2012,9,2.837257744
12/23/2012,16,2.133596157
12/24/2012,0,0
12/25/2012,14,10.00933461
12/26/2012,0,0
12/27/2012,4,3.563535939
12/28/2012,15,4.812937566
12/29/2012,0,0
12/30/2012,0,0
12/31/2012,0,0
1/1/2013,0,0
1/2/2013,0,0
1/3/2013,0,0
1/4/2013,0,0
1/5/2013,0,0
1/6/2013,0,0
1/7/2013,0,0
1/8/2013,0,0
1/9/2013,0,0
1/10/2013,18,2.880861416
1/11/2013,0,0
1/12/2013,0,0
1/13/2013,0,0
1/14/2013,0,0
1/15/2013,3,2.481925722
1/16/2013,0,0
1/17/2013,0,0
1/18/2013,0,0
1/19/2013,0,0
1/20/2013,8,0.386251707
1/21/2013,14,2.607376534
1/22/2013,0,0
1/23/2013,0,0
1/24/2013,0,0
1/25/2013,0,0
1/26/2013,0,0
1/27/2013,0,0
1/28/2013,15,8.014739159
1/29/2013,22,20.28787648
1/30/2013,0,0
1/31/2013,0,0
2/1/2013,0,0
2/2/2013,0,0
2/3/2013,0,0
2/4/2013,18,14.08875659
2/5/2013,0,0
2/6/2013,0,0
2/7/2013,0,0
2/8/2013,13,5.989134307
2/9/2013,0,0
2/10/2013,0,0
2/11/2013,24,9.699408482
2/12/2013,0,0
2/13/2013,0,0
2/14/2013,0,0
2/15/2013,0,0
2/16/2013,0,0
2/17/2013,0,0
2/18/2013,0,0
2/19/2013,16,2.711455033
2/20/2013,0,0
2/21/2013,0,0
2/22/2013,0,0
2/23/2013,0,0
2/24/2013,0,0
2/25/2013,0,0
2/26/2013,5,0.647161203
2/27/2013,0,0
2/28/2013,20,15.64561664
3/1/2013,0,0
3/2/2013,0,0
3/3/2013,18,1.869390729
3/4/2013,0,0
3/5/2013,21,18.99731658
3/6/2013,0,0
3/7/2013,0,0
3/8/2013,0,0
3/9/2013,0,0
3/10/2013,0,0
3/11/2013,0,0
3/12/2013,0,0
3/13/2013,0,0
3/14/2013,0,0
3/15/2013,0,0
3/16/2013,0,0
3/17/2013,2,1.884715369
3/18/2013,0,0
3/19/2013,8,4.553164833
3/20/2013,11,3.962821401
3/21/2013,0,0
3/22/2013,13,4.38213654
3/23/2013,0,0
3/24/2013,0,0
3/25/2013,0,0
3/26/2013,0,0
3/27/2013,0,0
3/28/2013,7,4.568962349
3/29/2013,23,20.33297614
3/30/2013,13,2.68848173
3/31/2013,2,1.783460717
4/1/2013,0,0
4/2/2013,0,0
4/3/2013,0,0
4/4/2013,0,0
4/5/2013,3,2.77664307
4/6/2013,0,0
4/7/2013,0,0
4/8/2013,0,0
4/9/2013,16,13.09612437
4/10/2013,0,0
4/11/2013,0,0
4/12/2013,0,0
4/13/2013,0,0
4/14/2013,0,0
4/15/2013,10,1.20852685
4/16/2013,0,0
4/17/2013,5,4.400156498
4/18/2013,0,0
4/19/2013,0,0
4/20/2013,0,0
4/21/2013,14,10.09624567
4/22/2013,0,0
4/23/2013,0,0
4/24/2013,0,0
4/25/2013,0,0
4/26/2013,12,1.35336747
4/27/2013,0,0
4/28/2013,0,0
4/29/2013,0,0
4/30/2013,0,0
5/1/2013,0,0
5/2/2013,11,6.211463613
5/3/2013,10,5.553816903
5/4/2013,0,0
5/5/2013,3,0.937714574
5/6/2013,0,0
5/7/2013,0,0
5/8/2013,8,2.455342599
5/9/2013,24,18.15640895
5/10/2013,0,0
5/11/2013,0,0
5/12/2013,16,12.6802005
5/13/2013,0,0
5/14/2013,13,11.1472553
5/15/2013,23,13.52703921
5/16/2013,0,0
5/17/2013,4,1.078155737
5/18/2013,0,0
5/19/2013,0,0
5/20/2013,0,0
5/21/2013,0,0
5/22/2013,0,0
5/23/2013,0,0
5/24/2013,18,6.781588756
5/25/2013,0,0
5/26/2013,0,0
5/27/2013,0,0
5/28/2013,0,0
5/29/2013,0,0
5/30/2013,0,0
5/31/2013,0,0
6/1/2013,0,0
6/2/2013,0,0
6/3/2013,0,0
6/4/2013,0,0
6/5/2013,3,2.034335855
6/6/2013,0,0
6/7/2013,0,0
6/8/2013,0,0
6/9/2013,0,0
6/10/2013,0,0
6/11/2013,0,0
6/12/2013,0,0
6/13/2013,0,0
6/14/2013,0,0
6/15/2013,0,0
6/16/2013,0,0
6/17/2013,0,0
6/18/2013,0,0
6/19/2013,7,1.301310297
6/20/2013,0,0
6/21/2013,0,0
6/22/2013,24,9.00708698
6/23/2013,0,0
6/24/2013,0,0
6/25/2013,15,4.313629362
6/26/2013,0,0
6/27/2013,0,0
6/28/2013,0,0
6/29/2013,0,0
6/30/2013,0,0
7/1/2013,0,0
7/2/2013,0,0
7/3/2013,8,7.716130613
7/4/2013,0,0
7/5/2013,0,0
7/6/2013,20,8.022033894
7/7/2013,0,0
7/8/2013,18,15.45537974
7/9/2013,0,0
7/10/2013,0,0
7/11/2013,0,0
7/12/2013,15,4.14167488
7/13/2013,21,6.70267376
7/14/2013,0,0
7/15/2013,0,0
7/16/2013,21,1.632098346
7/17/2013,0,0
7/18/2013,0,0
7/19/2013,0,0
7/20/2013,0,0
7/21/2013,0,0
7/22/2013,0,0
7/23/2013,0,0
7/24/2013,0,0
7/25/2013,11,6.452234515
7/26/2013,0,0
7/27/2013,0,0
7/28/2013,4,2.380405954
7/29/2013,0,0
7/30/2013,0,0
7/31/2013,1,0.749780111
8/1/2013,0,0
8/2/2013,0,0
8/3/2013,13,3.108405491
8/4/2013,0,0
8/5/2013,0,0
8/6/2013,8,6.435587038
8/7/2013,10,0.626802283
8/8/2013,0,0
8/9/2013,0,0
8/10/2013,0,0
8/11/2013,0,0
8/12/2013,0,0
8/13/2013,0,0
8/14/2013,0,0
8/15/2013,0,0
8/16/2013,0,0
8/17/2013,0,0
8/18/2013,0,0
8/19/2013,0,0
8/20/2013,0,0
8/21/2013,0,0
8/22/2013,20,12.08684528
8/23/2013,0,0
8/24/2013,0,0
8/25/2013,0,0
8/26/2013,13,0.089842135
8/27/2013,20,0.288867638
8/28/2013,0,0
8/29/2013,1,0.872688893
8/30/2013,0,0
8/31/2013,0,0
9/1/2013,0,0
9/2/2013,0,0
9/3/2013,10,6.482038176
9/4/2013,0,0
9/5/2013,0,0
9/6/2013,23,11.91134902
9/7/2013,22,5.588114959
9/8/2013,20,11.88001729
9/9/2013,0,0
9/10/2013,0,0
9/11/2013,0,0
9/12/2013,0,0
9/13/2013,0,0
9/14/2013,13,11.67589877
9/15/2013,0,0
9/16/2013,0,0
9/17/2013,20,18.02890385
9/18/2013,0,0
9/19/2013,24,11.70312925
9/20/2013,0,0
9/21/2013,0,0
9/22/2013,0,0
9/23/2013,0,0
9/24/2013,0,0
9/25/2013,0,0
9/26/2013,0,0
9/27/2013,1,0.898594255
9/28/2013,0,0
9/29/2013,16,12.39820711
9/30/2013,0,0
10/1/2013,18,15.24996311
10/2/2013,0,0
10/3/2013,14,13.27816865
10/4/2013,0,0
10/5/2013,0,0
10/6/2013,13,4.619922114
10/7/2013,8,0.610985749
10/8/2013,0,0
10/9/2013,20,14.43447611
10/10/2013,0,0
10/11/2013,7,6.607764948
10/12/2013,0,0
10/13/2013,0,0
10/14/2013,0,0
10/15/2013,0,0
10/16/2013,0,0
10/17/2013,0,0
10/18/2013,0,0
10/19/2013,13,0.329006077
10/20/2013,0,0
10/21/2013,0,0
10/22/2013,0,0
10/23/2013,0,0
10/24/2013,0,0
10/25/2013,0,0
10/26/2013,0,0
10/27/2013,0,0
10/28/2013,0,0
10/29/2013,0,0
10/30/2013,0,0
10/31/2013,11,7.292604564
11/1/2013,0,0
11/2/2013,0,0
11/3/2013,11,4.976507244
11/4/2013,0,0
11/5/2013,0,0
11/6/2013,0,0
11/7/2013,0,0
11/8/2013,14,2.136004894
11/9/2013,0,0
11/10/2013,0,0
11/11/2013,0,0
11/12/2013,0,0
11/13/2013,0,0
11/14/2013,0,0
11/15/2013,0,0
11/16/2013,0,0
11/17/2013,9,4.921521667
11/18/2013,0,0
11/19/2013,0,0
11/20/2013,0,0
11/21/2013,0,0
11/22/2013,0,0
11/23/2013,16,14.29921358
11/24/2013,0,0
11/25/2013,0,0
11/26/2013,12,9.997564345
11/27/2013,0,0
11/28/2013,9,5.880069696
11/29/2013,0,0
11/30/2013,0,0
12/1/2013,0,0
12/2/2013,0,0
12/3/2013,0,0
12/4/2013,0,0
12/5/2013,0,0
12/6/2013,0,0
12/7/2013,0,0
12/8/2013,0,0
12/9/2013,0,0
12/10/2013,18,3.217948581
12/11/2013,0,0
12/12/2013,1,0.519633614
12/13/2013,18,4.653665666
12/14/2013,0,0
12/15/2013,0,0
12/16/2013,0,0
12/17/2013,0,0
12/18/2013,0,0
12/19/2013,7,4.290484683
12/20/2013,0,0
12/21/2013,0,0
12/22/2013,20,6.731001768
12/23/2013,0,0
12/24/2013,0,0
12/25/2013,3,1.857528883
12/26/2013,0,0
12/27/2013,0,0
12/28/2013,0,0
12/29/2013,0,0
12/30/2013,14,9.995514262
12/31/2013,7,2.986199946
1/1/2014,0,0
1/2/2014,0,0
1/3/2014,0,0
1/4/2014,0,0
1/5/2014,2,0.044830874
1/6/2014,0,0
1/7/2014,0,0
1/8/2014,0,0
1/9/2014,0,0
1/10/2014,0,0
1/11/2014,1,0.131471395
1/12/2014,18,17.94177636
1/13/2014,19,10.35431314
1/14/2014,0,0
1/15/2014,0,0
1/16/2014,0,0
1/17/2014,0,0
1/18/2014,0,0
1/19/2014,0,0
1/20/2014,0,0
1/21/2014,9,4.79121232
1/22/2014,16,9.396341543
1/23/2014,0,0
1/24/2014,22,4.992417403
1/25/2014,0,0
1/26/2014,0,0
1/27/2014,0,0
1/28/2014,0,0
1/29/2014,3,1.09006595
1/30/2014,0,0
1/31/2014,0,0
2/1/2014,0,0
2/2/2014,0,0
2/3/2014,0,0
2/4/2014,0,0
2/5/2014,0,0
2/6/2014,0,0
2/7/2014,10,1.332330578
2/8/2014,0,0
2/9/2014,7,5.962817217
2/10/2014,0,0
2/11/2014,0,0
2/12/2014,0,0
2/13/2014,0,0
2/14/2014,0,0
2/15/2014,0,0
2/16/2014,19,17.59028668
2/17/2014,0,0
2/18/2014,0,0
2/19/2014,0,0
2/20/2014,7,4.717302337
2/21/2014,0,0
2/22/2014,19,12.43251194
2/23/2014,0,0
2/24/2014,24,9.600216513
2/25/2014,0,0
2/26/2014,0,0
2/27/2014,0,0
2/28/2014,0,0
3/1/2014,0,0
3/2/2014,0,0
3/3/2014,4,3.084365925
3/4/2014,3,1.866338057
3/5/2014,8,7.092875215
3/6/2014,11,2.865742192
3/7/2014,0,0
3/8/2014,0,0
3/9/2014,0,0
3/10/2014,0,0
3/11/2014,0,0
3/12/2014,8,4.254968639
3/13/2014,0,0
3/14/2014,0,0
3/15/2014,0,0
3/16/2014,24,17.99630352
3/17/2014,0,0
3/18/2014,0,0
3/19/2014,0,0
3/20/2014,0,0
3/21/2014,0,0
3/22/2014,0,0
3/23/2014,0,0
